,sentence,label,type
2753,the struggle is always the struggle of forces within an individual ,1,train
2754,a is trying to convince b ,1,train
2755,the struggle in a s mind is to make the matter clear  in b s mind to make the opposite clear ,1,train
2756,in the course of time one view prevails  but the struggle continues  for b occupies a s position and is now struggling to convince c  it is in this way that a movement runs through a community ,1,test
2757,the firing line passes through a series of individuals  and as they succumb  through them to the next ,1,train
2758,if you take any particular case of conflict  you will find that the man is divided between two courses  one of which is disagreeable because it involves effort and sacrifice and offence ,1,train
2759,the other is agreeable because it involves personal ease or personal advancement ,1,train
2760,the two motives in man result from the structure of his brain  whose operations we are obliged to accept  we cannot amend them  they are the facts of psychology ,1,test
2761,it would seem as if the brain of man were so constituted that at the moment of its full operation the man himself disappears ,1,train
2762,his consciousness becomes wholly occupied with impersonal interests ,1,train
2763,thus  in the process of thought  a man begins to see his own personal interests threatened ,1,train
2764,if he continues to think  they must vanish ,1,val
2765,this is the struggle between right and wrong ,1,train
2766,it is really a struggle between two attitudes of mind ,1,train
2767,it is the experience we suffer when the mind is passing from the self regardant to the non self regardant attitude ,1,test
2768,perhaps the discomfort of doing one s duty is an inseparable incident of the storage of energy  and the pleasure of neglecting one s duty  an incident of the leakage of energy ,1,train
2769,when i get up and poke the fire  because i see it will go out if i don t  i return to my chair a more energetic being than i was the moment before ,1,train
2770,at any rate  our oscillation between two states of consciousness has preoccupied mankind from the earliest times  and has given rise to all the dualistic philosophies ,1,test
2771,the great fact as to the reality of the struggle is proved to us  not merely by our own consciousness  but because we can see the logical results of it everywhere in society ,1,train
2772,a community is a collection of palpitating animals ,1,train
2773,each of us is one of them  and each of us receives and transmits millions of impressions hourly ,1,train
2774,we get heard ,1,train
2775,we have our exact weight and force ,1,val
2776,there is no difficulty about our power of intercourse ,1,test
2777,indeed it is the thing we cannot get away from ,1,train
2778,no man walks by himself ,1,train
2779,between his feet and the ground are invisible pedals that play upon  and are played upon by other men ,1,train
2780,you cannot live or move except by transmitting influence ,1,train
2781,the whole of practical life is made up of contact with the passions of others ,1,test
2782,a lawyer or a broker is like an engineer who sits behind his machine  managing its levers and its stopcocks ,1,val
2783,a trader  a writer  or a philanthropist  a laborer or a clergyman  does nothing but open and shut valves in other people ,1,val
2784,there is no other way of serving your fellows  there is no other way of earning your living or of wasting your substance ,1,train
2785,we saw that in politics it was impossible to draw a dividing line anywhere in that series of men whose joint activity and inactivity held up what we call the evils of politics ,1,train
2786,money interest shaded off into prejudice  and that into mistaken loyalty  and that into indifference ,1,train
2787,the striking truth about the whole series was that it showed different shades of selfishness  lack of energy  and inability to use the mind accurately ,1,train
2788,so also any unselfish or accurate use of his mind by the laborer or by the journalist was  as we saw  apt to throw him out of employment ,1,train
2789,in politics and in morals  all that we condemn  turns out on inspection to be mere selfishness ,1,train
2790,but anything in the world that we dislike  turns out  on inspection  to be self regardant effort or avoidance of effort ,1,val
2791,bad art may show the gross selfishness of the pot boiler  or the refined laziness of prejudice  or the mere weakness that was unable to see the world for itself  and has been forced to see it with some one else s eyes ,1,test
2792,it is a makeshift ,1,train
2793,so of bad carpentry or bad cooking ,1,train
2794,there is no such special province in life as morality ,1,val
2795,each man regards that thing as immoral which he sees to be selfish ,1,train
2796,a proofreader will show the same indignation over a careless job  that a musician shows over a weak phrasing ,1,train
2797,the unimaginable subtlety of our comprehension enables us to detect selfishness in arts of whose methods we know nothing  we read it like large print ,1,test
2798,to speak accurately  all we get from any communication is a transcript  an image  a picture of the author s thought  the jar of intellect and character ,1,train
2799,is it supposed that communication between men goes forward by ratiocination  or that education is a thing taken in by linear measurement ,1,train
2800,thought cannot creep  but only fly ,1,train
2801,it proceeds by the magic of stimulation ,1,train
2802,a good judge can read a good brief almost as fast as he can turn the pages ,1,val
2803,if a thing is well put  it is almost our own before it is said ,1,val
2804,ideas pass into us so quickly that plato thought we knew them in a former existence ,1,train
2805,this is due to the subtlety of our apprehension ,1,train
2806,we are not satisfied except by an appeal so refined that our only sensation is one of being made more alive ,1,train
2807, rien ne me choque  was chopin s highest praise ,1,train
2808,what wonder  then  that we resent the self sufficiency of any inferior mind ,1,test
2809,the whole of life is no more than a series of pulsations  and all the books and bibles  sign boards  music boxes  and telegraph wires are the machinery by which in one way or another the mind of man touches the mind of man ,1,test
2810,the world has been going on for so long that we have many such devices  and out of the millions that have been made  all but the very best get discarded as old lumber ,1,train
2811,these things are the language of the unselfish force upon the globe ,1,train
2812,it is much nearer truth to think of them as a single influence than as multifarious ,1,train
2813,their origin and tendency  their practical utility  the veneration in which they are held  bind them together and make them one ,1,test
2814,for the world values the seer above all men  and has always done so ,1,val
2815,nay  it values all men in proportion as they partake of the character of seers ,1,test
2816,the elgin marbles and a decision of john marshall are valued for the same reason ,1,test
2817,what we feel in them is a painstaking submission to facts beyond the author s control  and to ideas imposed upon him by his vision ,1,train
2818,so with beethoven s symphonies  with adam smith s  wealth of nations    with any conceivable output of the human mind of which you approve ,1,test
2819,you love them because you say   these things were not made  they were seen    thus the forces of an unselfish sort upon the globe are cumulative ,1,train
2820,the dead heroes fight on forever  and the dead mathematicians expound forever ,1,val
2821,it is true that the organization of the selfish forces is overwhelmingly visible  and that of the unselfish ones invisible ,1,train
2822,napoleon is seen by his contemporaries  spinoza is not seen ,1,train
2823,the reason is simple ,1,train
2824,the man who wants something must have an office address ,1,train
2825,but the man who wants nothing for himself  but spends his whole time in so using his mind that he himself disappears  lives only as an influence in the minds of others ,1,train
2826,he is a song  a theory  a proposition in algebra ,1,train
2827,these two conflicting forms of force are then flashed up and down  forward and back ceaselessly  through and across every social meeting  through and across society ,1,train
2828,the novelists and playwrights deal with this instantaneous interplay of motive  and the time honored analysis of self for self on the villain s side  and sacrifice for principle on the hero s side is a true thing ,1,train
2829,it is a fair abstract of the world ,1,train
2830,you can illustrate in an instant the immediacy of these two hierarchies of power under which we live and from which we cannot escape ,1,train
2831,the selfish ones need not be named  they oppress us ,1,test
2832,but the unselfish ones are equally near ,1,train
2833,if you take any bit of poetry or speech or writing that you consider great  and examine it  you will find that it illustrates the logical coherence of all the ideas and feelings that make you happy  it is a digest of a law of influence ,1,train
2834,or conversely  if you set about to illustrate some experience  and if you can get it profoundly and accurately stated as what you believe to be the bottom truth  it will turn under your hands into something familiar ,1,train
2835,if you are successful  it will be a kind of poetry ,1,train
2836,vii  conclusion   there is force enough in ordinary sunshine to turn all the mills in the world  and there is beneficent energy enough in any community to make the people perfectly happy ,1,test
2837,but it is cramped and deflected  poisoned by misuse  and turned to hateful ends ,1,train
2838,the question is how to liberate energy ,1,train
2839,people are fond of thinking the millennium is impossible  but so long as happiness is dependent on a right use of the faculties  there is no reason why the millennium should not be reached  and that soon or unexpectedly ,1,train
2840,we all know individuals so harmoniously framed that we say   if theirs were the common temper of mankind  we should be happy   none of the externals of life  about which there is so much buffeting  control the question ,1,train
2841,happiness is in a nutshell ,1,test
2842,anybody can have it ,1,val
2843,you are happy if you get out of bed on the right side ,1,train
2844,i can never stop wondering at the awful simplicity of the principle on which mankind is constructed ,1,train
2845,little alice in the looking glass could not reach the porch till she turned her back on it and walked straight into the door ,1,train
2846,renounce the search for happiness and you find the substance ,1,train
2847,there is nothing else in the law and the prophets ,1,val
2848,we see most men like tee totums spinning to the left and leading a dismal life ,1,train
2849,how shall we get their motive power to spin them to the right  and make them happy ,1,test
2850,the practical question is  how to use the power of sunlight to turn our mills ,1,test
2851,how can we hold up a prism to the times that shall disintegrate these rays of complex force  and then adjust a lens that shall focus the powers of good and make them turn the wheels of society ,1,train
2852,the elements are before us  ceaselessly in motion ,1,train
2853,          ,1,train
2854,the most adamantine institutions are cloud palaces ,1,train
2855,there is no stability anywhere  and if you have a steady eye you will see that the whole fabric is in a flux ,1,test
2856,nor are the changes arbitrary ,1,train
2857,the formations and re formations are governed by laws as certain as those of astronomy ,1,train
2858,study the changes and you will find the laws ,1,val
2859,subserve the laws and you can affect the formations ,1,train
2860,julius c sar did no more ,1,train
2861,the strands of prejudice and passion that bind people together pulsate with life ,1,test
2862,all these fellow citizens are human beings  and there is no one of them whom we cannot understand  reach  influence ,1,test
2863,the ordinary modes of intercourse are at hand ,1,train
2864,chief among them you find the great machinery of government ,1,train
2865,it dwarfs every other agency  whether for good or ill ,1,test
2866,in america this machinery was designed to be at the service of anybody ,1,test
2867,it is an advertising agency for ideas  and it is very much more than this  since the fact that a man is to vote forces him to think ,1,test
2868,you may preach to a congregation by the year and not affect its thought because it is not called upon for definite action ,1,train
2869,but throw your subject into a campaign and it becomes a challenge ,1,test
2870,you can get assent to almost any proposition so long as you are not going to do anything about it ,1,val
2871,and on the other hand  no amount of verbal proof will justify a new thought until it has been put in practice ,1,train
2872,alas for ink and paper ,1,train
2873,there is in all speech and writing a conventional presumption that human beings shall be logical  or fixed quantities  or at least coherent creatures ,1,val
2874,for the purposes of an essay or a speech  you prove your case  and carry weight accordingly ,1,train
2875,if you are very cogent and conclusive  why  you win ,1,val
2876,hurrah ,1,train
2877,the world is saved ,1,train
2878,but in real life there are no fixed quantities  all the terms are variables ,1,train
2879,for example  everybody understands what is meant by the  moral law   people differ only as to the application of that law ,1,train
2880,not long ago i heard a sermon on this law  in which great stress was laid on the fact that it was a discovered law whereby the truth prevailed ,1,test
2881,any truce with evil meant defeat for the cause of righteousness ,1,test
2882,this was the law of god  tested by experience  and in constant operation like the law of gravity  a thing you could not escape ,1,train
2883,the preacher pictured the solitary struggle of the great man seeking truth  his proclamation of the truth  the refusal of the world to receive it  and the prophet s isolation and apparent failure ,1,train
2884,nevertheless what the prophet said had always the same content ,1,val
2885,it was an appeal to the instincts of man upon the question of right and wrong  and in the end it was accepted ,1,val
2886,now the man who made this exposition  and it was admirable  is in regard to politics a believer in compromise ,1,train
2887,i think i have never known him support the idealist cause in a campaign  and upon most occasions of crisis he is found heartily throwing stones at the crusaders ,1,val
2888,what words in any language can make this man understand that his law  which he really does profoundly understand as a law  applies to reform movements ,1,test
2889,why  no words will do it  only example ,1,test
2890,new statements about morality  however eloquent  add nothing to our knowledge ,1,train
2891,everything is known about the moral law  except how you yourself will act under given circumstances ,1,test
2892,you have nothing but example to contribute ,1,train
2893,people interrogate force ,1,test
2894,they are unconvinced  and are carried  still protesting  through the air and deposited in a new place ,1,test
2895,and then  thereafter  they agree with you about the whole matter ,1,val
2896,mere intellectual assent to your proposition is  even when you can get it  worth nothing ,1,train
2897,your object is not to confute  but to stimulate ,1,train
2898,what you really want is that every man you meet shall drop his business and devote his entire life and energy to your cause ,1,test
2899,you will accept nothing less than this ,1,train
2900,is it not clear that people are not moved by logic ,1,test
2901,your conduct must ultimately square with reason and be justified by the laws of the universe and the constitution of other people s minds  but you must value only that approval which comes from the deeper fibres in men ,1,train
2902,you need not be concerned about the bickerings of contemporary misunderstanding ,1,test
2903,leave these for the historical society ,1,train
2904,act first  explain afterwards ,1,train
2905,that is the way to get heard ,1,train
2906,must you show your passport and certificate of birth and legitimacy to every editor and every lackey ,1,train
2907,they ll find out who you are by and by ,1,train
2908,it is easier to knock a man down than to say why you do it ,1,val
2909,the act is sometimes needed  and wisdom then approves it after the event ,1,train
2910,people who love soft methods and hate iniquity forget this   that reform consists in taking a bone from a dog ,1,val
2911,philosophy will not do it ,1,train
2912,such are the practical dictates of agitation ,1,test
2913,their justification lies always with events ,1,train
2914,it may be that you must wait seven centuries for an audience  or it may be that in two years your voice will be heeded ,1,train
2915,if you are really a forerunner of better times  the times will appear and explain you ,1,train
2916,it will then turn out that your movement was the keynote of the national life ,1,val
2917,you really differed from your neighbors only in this   that your mind had gone faster than theirs along the road all were travelling ,1,train
2918,we are all slaves of the age  we can only see such principles as society reveals ,1,val
2919,the philosophy of other ages does us little good ,1,train
2920,we repeat the old formulas and cry up the prophets  but we see no connection between the truth we know so well in print and its counterpart in real life ,1,train
2921,the moral commonplaces  as  for instance   honesty is the best policy    a single just man can influence an entire community    never compromise a principle   are social truths ,1,train
2922,they are always true  but they are only obviously true in very virtuous communities ,1,val
2923,in a vile community the influence of a just man is potent but not visible ,1,train
2924,in a perfectly virtuous era it is clear that a cheat could not drive a fraudulent trade ,1,val
2925,a seer is a man with such sharp eyes for cause and effect that he sees social truth  even under unfavorable conditions ,1,train
2926,and yet even the seers generally had auspicious weather   that is to say  storms of moral passion ,1,train
2927,the whole race of jews lived in fervent exaltation for generations  and revealed to their sharp sighted prophets deep glimpses of social truth ,1,train
2928,hence the bible ,1,test
2929, a prophet is not without honor save in his own country   what happy precision ,1,train
2930,what sound generalization ,1,train
2931,but every township in israel had its prophet  and the truth was a commonplace ,1,train
2932,all the world s moral wisdom would turn into literal truth upon the regeneration of society ,1,train
2933,it tends to become obvious in regenerative eras ,1,train
2934,in dark ages it becomes paradox ,1,train
2935,standards are multiplied  and makeshift theories come in   one rule for social conduct  another for business  another for politics ,1,train
2936,expedient supplants principle ,1,test
2937,indeed you may gauge the degradation of an age by the multiplicity of its standards ,1,train
2938,it is the same with the fine arts ,1,train
2939,to the men that made the statues and the pictures  these things were the shortest symbols of truth  and required no explanation ,1,train
2940,in the dark ages that followed they became a mystery and a paradox ,1,train
2941,but the traditions and objects survived and had to be accounted for ,1,train
2942,an age that cannot produce them requires a philosophy of  sthetics ,1,test
2943,thus a thousand reasons are given to explain their existence  and finally it is agreed that they are something superfluous and fictitious   conventional lies  like poetry  like loving your neighbor ,1,train
2944,nothing but a general increase of interest in the aspect of common things would explain to us the great masters ,1,train
2945,a revival of interest in the way the world looks is the precursor of painting  the perceptions of every one are quickening ,1,train
2946,and so we may be sure that we are upon the edge of a better era when the old moral commonplaces begin to glow like jewels and the stones to testify ,1,train
2947,you cannot expect any one but a scientist to be startled at the movement of a glacier ,1,train
2948,but if you distribute a few micrometric instruments upon that gloomy ice field  the american civic consciousness  and if you take observations not oftener than once in three years  you will be startled ,1,train
2949,the direction of the general movement is absolutely right ,1,test
2950,but it all moves together ,1,train
2951,special signs of progress imply general progress  and hence comes the extraordinary and scientific interest in the awakening of this community ,1,train
2952,it is like a man lapsed into the deepest coma who is beginning to stir ,1,train
2953,watch him  take his pulse  surround him with every apparatus of experimental physiology  and you will find the laws of health  the norm of progress ,1,train
2954,art and literature  and that moral atmosphere which makes a society worth moving in  lie on the other side of the great reaction  the spiritual revival which we see now faintly beginning  and it is because these things can be got at only by stimulating american character that these reform movements are of value ,1,train
2955,here at least the circulation throbs ,1,test
2956,political reform  that is to say  a political life in which men who are personally honest predominate  a politics run by ideas  will come in as fast as the public develops ideas  and not before ,1,test
2957,but an idea is something very different from what you who read this think it is ,1,train
2958,an idea is a thing that governs your conduct all the time ,1,train
2959,for instance  you assent to the notion of independence in politics  you understand the lost cause theory  but you won t vote the ticket ,1,train
2960,why ,1,train
2961,you don t want to get out of your class ,1,val
2962,the relations between thought and action in you are not normal ,1,train
2963,half of your brain has never functioned  and the paralysis shows in your politics ,1,train
2964,you have no idea ,1,test
2965,it is not this sort of idea that expels rascals or makes books or music ,1,val
2966,what passes for political thought in your vocabulary is like the phantasma in the brain of the indian priest who is buried with the corn growing above him ,1,train
2967,the average educated man in america has about as much knowledge of what a political idea is as he has of the principles of counterpoint ,1,train
2968,each is a thing used in politics or music which those fellows who practise politics or music manipulate somehow ,1,val
2969,show him one and he will deny that it is politics at all ,1,val
2970,it must be corrupt or he will not recognize it ,1,test
2971,he has only seen dried figs ,1,train
2972,he has only thought dried thoughts ,1,test
2973,a live thought or a real idea is against the rules of his mind ,1,val
2974,imagine a tea party of pre raphaelites discussing dante  they dote on his style  his passion  his force  his quality ,1,train
2975,in walks dante  grim  remorseless  harsh  powerful ,1,train
2976,the man represents everything they hate ,1,val
2977,he is a horror and an outrage ,1,val
2978,the whole region of literature that these men live in is not more fictitious than the region of political thought in which the effete american  i mean your banker  your college president  your writer of editorial leaders  lives ,1,train
2979,exclude for the moment those who are financially corrupt and consider only the men of intellect  and in all that concerns politics they are as removed from real ideas as rossetti was removed from the real dante ,1,train
2980,imagine a company of people on a voyage ,1,train
2981,they play whist with one another for dimes  and they spend all their money on the steward and continue to play with counters  and the ship goes to wreck  and they sit on the beach and continue to play with pebbles ,1,train
2982,that is american politics ,1,test
2983,the whole thing is one gigantic sham  one transcendent fraud ,1,val
2984,it makes no difference which man is made president  it makes no difference which is governor ,1,train
2985,there is no choice between mckinley and bryan  between republicanism and democracy ,1,train
2986,there is no difference between them ,1,train
2987,they are one thing ,1,val
2988,they both and all of them are part of the machinery by which the government of a most dishonest nation is carried on  for the financial benefit of certain parties   certain thousands of men who have bank accounts and eat and drink and bring up their families on the proceeds of this complicated swindle ,1,train
2989,there is no reality in a single phrase uttered in politics  no meaning in one single word of any of it ,1,val
2990,there is no man in public life who stands for anything ,1,val
2991,they are shadows  they are phantasmagoria ,1,test
2992,at best they cater to the better elements  at worst they frankly subserve the worst ,1,train
2993,there is no one who stands for his own ideas himself  by himself  a man ,1,train
2994,if american politics does not look to you like a joke  a tragic dance  if you have enough blindness left in you  on any plea  on any excuse  to vote for the democratic party or the republican party  for at present machine and party are one   or for any candidate who does not stand for a new era   then you yourself pass into the slide of the magic lantern  you are an exhibit  a quaint product  a curiosity of the american soil ,1,val
2995,you are part of the problem  and you must be educated and drawn forward towards real life ,1,test
2996,this process is going on ,1,train
2997,as the community returns to life  it sees the natural world for a moment and then forgets it ,1,train
2998,the blood flushes the brain and then recedes ,1,test
2999,you yourself voted once against both parties  when you thought you could win  and when you were excited ,1,val
3000,you quoted isaiah and i know not what poetry  and were out and out committed to principle  but to day you are cold and hopeless ,1,test
3001,at present  hope is a mystery to you ,1,test
3002,nevertheless the utility of those early reform movements survives ,1,train
3003,they heated the imagination of the people till the people had a momentary vision of truths which not all of them forgot  and so each year the temperature has been higher  the mind of the community clearer ,1,train
3004,we must not regard those broken reeds  the renegade leaders of reform movements  as villains  though the mere record of their words and conduct might prove them such ,1,test
3005,they have been men emerging from a mist ,1,train
3006,they see clearly for a moment  and then clouds sweep before them ,1,val
3007,vanity  selfishness  ambition  tradition  habit  intervene like a fog ,1,val
3008,they have been betrayed  too  by the fickle public  that would not stand by them when in trouble ,1,train
3009,in the recapture of any institution by the forces of honesty there are trenches that get filled by slaughtered honor ,1,train
3010,this whole revolution means the invasion of politics by new men ,1,train
3011,at first they are tyros  unstable  untried  well meaning fellows ,1,train
3012,half of them crack in the baking ,1,test
3013,but there are more coming  and the fibre is growing tougher and the eyes clearer  soon we shall have men ,1,train
3014,a great passion is soon to replace the feeble conscientious motive that has hitherto brought the new men forward  ambition   the ambition to stand for ideas  for ideas only  and to get heard ,1,train
3015,we have almost forgotten that public life is the natural ambition of every young man ,1,train
3016,conditions have made it contemptible ,1,train
3017,but these struggles signify that a change in those conditions has already begun ,1,train
3018,your work and mine may be summed up in one word ,1,train
3019,make it possible for a young man to go into public life untarnished  and as an enemy to every extant evil ,1,train
3020,you must have men who will not go except on these terms ,1,val
3021,the times herald such men ,1,train
3022,they will appear ,1,test
3023,we must prepare for them ,1,train
3024,                                   the reason for the slow progress of the world seems to lie in a single fact ,1,train
3025,every man is born under the yoke  and grows up beneath the oppressions of his age ,1,train
3026,he can only get a vision of the unselfish forces in the world by appealing to them  and every appeal is a call to arms ,1,val
3027,if he fights he must fight  not one man  but a conspiracy ,1,train
3028,he is always at war with a civilization ,1,train
3029,on his side is proverbial philosophy  a galaxy of invisible saints and sages  and the half developed consciousness and professions of everybody ,1,train
3030,against him is the world  and every selfish passion in his own heart ,1,train
3031,the instant he declares war  every inducement is offered to make him stop ,1,train
3032, toil  envy  want  the patron  and the jail  intervene ,1,train
3033,the instant he stops fighting he is allied with the enemy  he is bought up by prejudice or by fatigue ,1,train
3034,he begins to realize the importance of particular visible institutions  as if their sole value did not come from the fraction of unselfishness they represent ,1,train
3035,he rushes headlong into trade  and thenceforth can see his country only as a series of trade interests ,1,train
3036,he gets into some church and begins to value its organization  or into some party and begins to value its past  or into some club and begins to value his friends  feelings ,1,train
3037,the consequence is that you may search christendom and hardly find a man who is free ,1,train
3038,the advance of the world  like the improvement of our local politics  has always been the work of young men ,1,val
3039,it is done by men before their minds have been worn into ruts by particular businesses  or their sight shortened by the study of near things ,1,val
3040,what we love in the young is not their youth  but their force ,1,train
3041,the energy that runs through them makes them sensitive ,1,test
3042,they feel the importance of remote things  and infer the relations of the present to the future more truly than their elders ,1,train
3043,they are touched by hints ,1,train
3044,the direct language of humanity is plain and native to them ,1,train
3045,the invisible waves of force which do as a matter of fact rule the world  using its fictions and its phrases as mere transmitting plates  strike keenly upon the heart of the youth  and the vibrations of instinctive passion that shake his frame are the response of a strong creature to the laws of its universe ,1,train
3046,this unlearned knowledge of good and evil is like the response of the eyes to light or of the tongue to the taste of a fruit ,1,train
3047,it was not indoctrinated  it is a reaction to a stimulus ,1,train
3048,so long as the world shall last  men will be writing books in order to explain and justify the instincts  inventing theologies and ethical codes  and projecting political programs to advance and confirm them ,1,val
3049,if you take up some particular matter and begin to trace out its consequences upon mankind  you find yourself forced boldly to embrace the sum of all human destiny ,1,val
3050,we cannot follow out this course in detail ,1,val
3051,we see only tendency  we see only influence ,1,val
3052,enlarge our horizon as we will  we cannot live out the lives of all future generations  and thus furnish an answer to the first caviller who interrupts our argument with a  cui bono   the generous impulses of youth represent a vision of consequences ,1,train
3053,they take in more of the future at one glance than a philosopher can state in a year ,1,val
3054,certainly  so far as we can follow out the threads of influence  the lines seem to converge ,1,train
3055,they make a figure and point to a conclusion exactly upon that spot in the firmament where instinct would place it ,1,train
3056,if philosophy gives us a diagram  the rest of life fills it up  and embellishes it with infinite illustration ,1,train
3057,the proofs multiply  and are hurled in upon us from all quarters of life and all provinces of endeavor ,1,train
3058,the anecdotes and fables of the world  its drama  its poetry and fiction  its religion and piety  its domestic teaching and its monuments support this instinct  and describe the same figure ,1,train
3059,further still  there is not a man who does not reveal it in his soul s anatomy  so much so that upon every occasion except where his interests are touched  he is for virtue  and even where they are touched  it is only a question of a few degrees more heat to dissolve the habits and prejudices of a lifetime  and make him take off his coat and go into a war or a political campaign ,1,val
3060,a single man  as we see him in one of the great modern civilizations  looks like a bit of machinery  a cog or a crank or an air brake ,1,train
3061,the business man is especially mechanical  his functions are so accurate  so delimited and specialized ,1,train
3062,and yet any theory that dwells upon these limitations is put to shame in five minutes  for the creature eats and sheds tears before your eyes ,1,test
3063,all of the reasons for not doing some particular act that you think wise to be done  turn out to be founded on the idea that this man is a driving wheel  and nothing but a driving wheel ,1,test
3064,you cannot change him  they say  you must take him as he is ,1,test
3065,i have never heard any argument given against the wisdom of righteousness  except the existence of evil ,1,val
3066, it exists  therefore subserve it   is it not clear that evil exists only because people subserve it ,1,val
3067,it has no fixity ,1,test
3068,withdraw your support and it begins to perish ,1,train
3069,one man says   oh  let the world go ,1,train
3070,all the wickedness and unhappiness in it are inevitable   another says   some little concession to present conditions must be made   nothing can be said to justify the second man that is not moral support to the first ,1,test
3071,your concession is always the acknowledgment of somebody s weakness ,1,test
3072,now you may make allowances for a man who has not come up to the mark  but if you make allowances for him beforehand  and assume that he is not going to do right  you corrupt him ,1,train
3073,if these things are true  then we are absolved from all complicity with vice ,1,train
3074,we need never take a course that requires to be explained ,1,val
3075,we thus get rid of a great oppression and can breathe freely ,1,test
3076,in the language of the old piety  christian s pack falls from his back ,1,test
3077,that pack has  in all ages  been a perversion of the conscience  a mistake as to the size of the universe ,1,train
3078,we have seen all these ranks and armies of humanity pass in review before us  each man with his eyes fixed in mesmeric intensity upon some set of opinions  until he grew to be the thing he looked on ,1,train
3079,these opinions of his are all we know of him ,1,val
3080,they are not our own opinions ,1,train
3081,they often appear to us misguided and illusory  yet there is always to be found in them the light of some benevolence ,1,train
3082,they are like broken mirrors and give back fractions of a larger idea ,1,train
3083,the hope and courage in each of these men bless and advance the world  but not in the way that the men themselves expect ,1,train
3084,they seem all to be bent over a game of chess  where every move has its real significance upon another board which they do not see ,1,train
3085,each man seems to be following some will o  the wisp across a landscape at night ,1,test
3086,no cannon can waken these insensate sleepers ,1,val
3087,and yet they are tracing out patterns and geometrical diagrams upon the sward  they are weaving a magical dance that  for all its intricacy  has a planetary rhythm  and the sober motion of a pendulum ,1,test
3088,each individual in this unthinkable host gives an instance of the same fatality  first  that he becomes the thing he looks on  and second  that he accomplishes something that he does not understand ,1,test
3089,and both parts of this fatality must hold true of ourselves ,1,train
3090,certainly  our subjection to the thing we look on is almost pitiable ,1,train
3091,we cannot even remember a righteous hatred without beginning to take color from the thing we hate ,1,train
3092,our goodness comes solely from thinking on goodness  our wickedness from thinking on wickedness ,1,test
3093,we too are the victims of our own contemplation ,1,test
3094,as for the last half of that fatality  that keeps us forever ignorant of the true meaning of our lives  it is not an absolute ignorance  like our ignorance of how we came to exist ,1,train
3095,it is a qualified ignorance  like our ignorance that we have hurt some one s feelings ,1,train
3096,the elements of understanding are within us  to morrow the whole matter may become clear ,1,train
3097,the borders of our understanding extend  as we push outward our frontier of inquiry ,1,train
3098,this is both a frontier of scepticism  and of faith ,1,train
3099,it is a bulwark of doubt as to the value of our last new formula  and of faith as to the reality behind that formula ,1,train
3100,as we go forward  bringing our lives down to date  holding our experience at arm s length and examining it with a merciless endeavor to wring the truth out of it  we do  from day to day  get a clearer notion of the actual world  a truer idea of our own place in it ,1,train
3101,this qualified and modest understanding of life  that comes from putting things together that seem to go together  is within the power of any one ,1,train
3102,and we find this  the more unselfish men become  the more sensitive do they become in understanding human relations ,1,train
3103,the gambler cannot see that he is giving pain to his family  his self indulgence has blunted his sensibilities ,1,train
3104,the faith healer knows that he is curing a man in a neighboring state  his love for mankind has refined his sensibilities ,1,train
3105,most of us stand somewhere between these two extremes in the scale of understanding  and are moving towards one or the other ,1,train
3106,education  then  is the process by which we gradually discover both the real nature of the human life about us  and our own relation to the whole of it ,1,train
3107,the process is never complete ,1,train
3108,even poets and great men are in the dark about their own function  but they are less in the dark than the rest of us ,1,test
3109,they speak from a knowledge that is greater than ours ,1,train
3110,they have a wonderful power over us  for they help us in our struggle to see the world as it is ,1,test
3111,it is a truth universally acknowledged  that a single man in       possession of a good fortune  must be in want of a wife ,2,test
3112,however little known the feelings or views of such a man may be       on his first entering a neighbourhood  this truth is so well       fixed in the minds of the surrounding families  that he is       considered as the rightful property of some one or other of their       daughters ,2,train
3113, my dear mr  bennet   said his lady to him one day   have you       heard that netherfield park is let at last          mr  bennet replied that he had not ,2,train
3114, but it is   returned she   for mrs  long has just been here  and       she told me all about it          mr  bennet made no answer ,2,test
3115, do not you want to know who has taken it   cried his wife       impatiently ,2,train
3116,  you  want to tell me  and i have no objection to hearing it          this was invitation enough ,2,train
3117, why  my dear  you must know  mrs  long says that netherfield is       taken by a young man of large fortune from the north of england        that he came down on monday in a chaise and four to see the       place  and was so much delighted with it that he agreed with mr        morris immediately  that he is to take possession before       michaelmas  and some of his servants are to be in the house by       the end of next week           what is his name           bingley           is he married or single           oh ,2,train
3118,single  my dear  to be sure ,2,train
3119,a single man of large fortune        four or five thousand a year ,2,val
3120,what a fine thing for our girls           how so ,2,val
3121,how can it affect them           my dear mr  bennet   replied his wife   how can you be so       tiresome ,2,train
3122,you must know that i am thinking of his marrying one of       them           is that his design in settling here           design ,2,train
3123,nonsense  how can you talk so ,2,val
3124,but it is very likely       that he  may  fall in love with one of them  and therefore you       must visit him as soon as he comes           i see no occasion for that ,2,train
3125,you and the girls may go  or you may       send them by themselves  which perhaps will be still better  for       as you are as handsome as any of them  mr  bingley might like you       the best of the party           my dear  you flatter me ,2,train
3126,i certainly  have  had my share of       beauty  but i do not pretend to be anything extraordinary now ,2,train
3127,when a woman has five grown up daughters  she ought to give over       thinking of her own beauty           in such cases  a woman has not often much beauty to think of           but  my dear  you must indeed go and see mr  bingley when he       comes into the neighbourhood           it is more than i engage for  i assure you           but consider your daughters ,2,train
3128,only think what an establishment it       would be for one of them ,2,train
